city,enrolled_university,education_level,company_size,company_type,last_new_job,experience_bin,training_hours_bin
0.23975857395648653,1.0000000000000002,1.0,0.09149820288357913,0.9999999999999999,0.6696272942739601,0.5485396465710136,0.9281615682903048
0.2741107606581808,0.0,1.0,1.0,0.18175727295959754,0.6696272942739601,0.9999999999999999,0.6100752381818677
0.9939595157115491,0.0,0.3868049053464193,1.0,0.18175727295959754,1.0,0.9999999999999999,0.9164315725168168
0.1697461040217978,0.0,0.5225745381771507,0.39460351947856953,0.18175727295959754,0.6696272942739601,0.20060477037658686,0.9281615682903048
0.2741107606581808,0.0,1.0,0.17880480548426625,0.18175727295959754,0.0,0.0,0.9999999999999996
0.056175358127740216,0.19066087578045154,0.5225745381771507,1.0,0.9999999999999999,0.5425828896730924,0.5485396465710136,0.9164315725168168
0.9939595157115491,0.0,1.0,0.0650158934977062,0.18175727295959754,0.6696272942739601,0.9999999999999999,0.9164315725168168
0.3295010078226702,0.0,1.0,1.0,0.9999999999999999,0.0,0.0,0.6100752381818677
0.08825291326636134,0.0,1.0,1.0,0.9999999999999999,0.33486893306571286,0.20060477037658686,0.9164315725168168
0.9939595157115491,1.0000000000000002,1.0,0.10251786818663144,0.0,0.6696272942739601,0.9999999999999999,0.9164315725168168
0.2741107606581808,0.0,0.5225745381771507,1.0,0.9999999999999999,0.0,0.0,0.7368024434807783
0.5041992508691135,0.0,1.0,0.39460351947856953,0.18175727295959754,0.5425828896730924,0.04853845358396924,0.9131516166231806
0.38140040061585156,0.0,1.0,0.0650158934977062,0.5137537643666611,1.0,0.5485396465710136,0.9131516166231806
0.035065176753630106,0.0,0.5225745381771507,0.0650158934977062,0.18175727295959754,0.6696272942739601,0.9999999999999999,0.9241193094981326
0.2741107606581808,0.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9164315725168168
0.9939595157115491,1.0000000000000002,1.0,0.0,0.18175727295959754,0.6696272942739601,0.20060477037658686,0.9241193094981326
0.9939595157115491,0.0,0.5225745381771507,0.0650158934977062,0.18175727295959754,0.6696272942739601,0.9999999999999999,0.9164315725168168
0.1697461040217978,0.0,0.5225745381771507,0.10251786818663144,0.18175727295959754,0.6696272942739601,0.9999999999999999,0.9281615682903048
0.9939595157115491,0.0,1.0,1.0,0.18175727295959754,0.33486893306571286,0.5485396465710136,0.9281615682903048
0.9939595157115491,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9241193094981326
0.2741107606581808,1.0000000000000002,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999996
0.2741107606581808,0.0,1.0,0.17880480548426625,0.9999999999999999,0.6696272942739601,0.5485396465710136,0.9131516166231806
0.9939595157115491,0.0,1.0,0.0,0.18175727295959754,0.31020328723739965,0.5485396465710136,0.9281615682903048
0.2741107606581808,1.0000000000000002,1.0,1.0,0.9999999999999999,0.6696272942739601,0.9999999999999999,0.6100752381818677
0.4164261648932036,0.0,1.0,0.0650158934977062,0.18175727295959754,0.0,0.04853845358396924,0.9164315725168168
